instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group
16510,2012-11-25,Winter,2012,11,15,0,0,0,1,0.3,0.2879,0.42,0.2537,36,209,245,Dingin
16511,2012-11-25,Winter,2012,11,16,0,0,0,1,0.3,0.2879,0.39,0.2239,25,203,228,Dingin
16512,2012-11-25,Winter,2012,11,17,0,0,0,1,0.28,0.2727,0.41,0.1642,11,170,181,Dingin
16513,2012-11-25,Winter,2012,11,18,0,0,0,1,0.26,0.2576,0.44,0.1642,9,132,141,Dingin
16514,2012-11-25,Winter,2012,11,19,0,0,0,1,0.26,0.303,0.41,0.0,13,114,127,Dingin
16515,2012-11-25,Winter,2012,11,20,0,0,0,1,0.24,0.2879,0.6,0.0,9,110,119,Dingin
16516,2012-11-25,Winter,2012,11,21,0,0,0,1,0.26,0.303,0.48,0.0,4,60,64,Dingin
16517,2012-11-25,Winter,2012,11,22,0,0,0,1,0.24,0.2879,0.6,0.0,3,59,62,Dingin
16518,2012-11-25,Winter,2012,11,23,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,41,Dingin
16519,2012-11-26,Winter,2012,11,0,0,1,1,1,0.22,0.2727,0.69,0.0,4,19,23,Dingin
16520,2012-11-26,Winter,2012,11,1,0,1,1,1,0.2,0.2576,0.69,0.0,1,9,10,Dingin
16521,2012-11-26,Winter,2012,11,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,5,5,Dingin
16522,2012-11-26,Winter,2012,11,3,0,1,1,1,0.2,0.2576,0.69,0.0,1,4,5,Dingin
16523,2012-11-26,Winter,2012,11,4,0,1,1,1,0.22,0.2727,0.69,0.0,0,10,10,Dingin
16524,2012-11-26,Winter,2012,11,5,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,41,Dingin
16525,2012-11-26,Winter,2012,11,6,0,1,1,1,0.22,0.2727,0.69,0.0,1,123,124,Dingin
16526,2012-11-26,Winter,2012,11,7,0,1,1,1,0.24,0.2879,0.65,0.0,2,363,365,Dingin
16527,2012-11-26,Winter,2012,11,8,0,1,1,1,0.24,0.2879,0.65,0.0,9,629,638,Dingin
16528,2012-11-26,Winter,2012,11,9,0,1,1,1,0.28,0.303,0.56,0.0896,10,276,286,Dingin
16529,2012-11-26,Winter,2012,11,10,0,1,1,1,0.32,0.3485,0.49,0.0,20,127,147,Sejuk
16530,2012-11-26,Winter,2012,11,11,0,1,1,1,0.4,0.4091,0.37,0.2985,18,112,130,Sejuk
16531,2012-11-26,Winter,2012,11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,22,188,210,Sejuk
16532,2012-11-26,Winter,2012,11,13,0,1,1,1,0.42,0.4242,0.35,0.1045,20,197,217,Sejuk
16533,2012-11-26,Winter,2012,11,14,0,1,1,1,0.42,0.4242,0.35,0.0,51,177,228,Sejuk
16534,2012-11-26,Winter,2012,11,15,0,1,1,1,0.42,0.4242,0.35,0.0896,49,181,230,Sejuk
16535,2012-11-26,Winter,2012,11,16,0,1,1,1,0.44,0.4394,0.3,0.0,49,297,346,Sejuk
16536,2012-11-26,Winter,2012,11,17,0,1,1,1,0.42,0.4242,0.32,0.0,13,540,553,Sejuk
16537,2012-11-26,Winter,2012,11,18,0,1,1,1,0.36,0.3485,0.5,0.1642,19,502,521,Sejuk
16538,2012-11-26,Winter,2012,11,19,0,1,1,1,0.34,0.3636,0.53,0.0,16,355,371,Sejuk
16539,2012-11-26,Winter,2012,11,20,0,1,1,1,0.34,0.3636,0.49,0.0,12,265,277,Sejuk
16540,2012-11-26,Winter,2012,11,21,0,1,1,1,0.34,0.3636,0.49,0.0,9,172,181,Sejuk
16541,2012-11-26,Winter,2012,11,22,0,1,1,1,0.32,0.3485,0.61,0.0,3,101,104,Sejuk
16542,2012-11-26,Winter,2012,11,23,0,1,1,2,0.32,0.3333,0.66,0.1045,8,57,65,Sejuk
16543,2012-11-27,Winter,2012,11,0,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,26,Sejuk
16544,2012-11-27,Winter,2012,11,1,0,2,1,2,0.32,0.3333,0.7,0.1343,0,6,6,Sejuk
16545,2012-11-27,Winter,2012,11,2,0,2,1,2,0.32,0.3182,0.7,0.1642,0,5,5,Sejuk
16546,2012-11-27,Winter,2012,11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4,Sejuk
16547,2012-11-27,Winter,2012,11,4,0,2,1,3,0.3,0.2879,0.81,0.19399999999999998,0,5,5,Dingin
16548,2012-11-27,Winter,2012,11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,0,31,31,Dingin
16549,2012-11-27,Winter,2012,11,6,0,2,1,2,0.3,0.303,0.81,0.1642,3,97,100,Dingin
16550,2012-11-27,Winter,2012,11,7,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,293,Dingin
16551,2012-11-27,Winter,2012,11,8,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,500,Sejuk
16552,2012-11-27,Winter,2012,11,9,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,268,Sejuk
16553,2012-11-27,Winter,2012,11,10,0,2,1,3,0.32,0.3182,0.81,0.19399999999999998,5,52,57,Sejuk
16554,2012-11-27,Winter,2012,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,65,Dingin
16555,2012-11-27,Winter,2012,11,12,0,2,1,3,0.28,0.2576,0.87,0.3881,6,70,76,Dingin
16556,2012-11-27,Winter,2012,11,13,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,77,Dingin
16557,2012-11-27,Winter,2012,11,14,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,94,Dingin
16558,2012-11-27,Winter,2012,11,15,0,2,1,2,0.3,0.2727,0.75,0.2985,9,146,155,Dingin
16559,2012-11-27,Winter,2012,11,16,0,2,1,2,0.3,0.2727,0.75,0.2985,5,252,257,Dingin
16560,2012-11-27,Winter,2012,11,17,0,2,1,2,0.3,0.2727,0.75,0.3881,13,514,527,Dingin
16561,2012-11-27,Winter,2012,11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,13,469,482,Dingin
16562,2012-11-27,Winter,2012,11,19,0,2,1,1,0.26,0.2576,0.73,0.2985,12,338,350,Dingin
16563,2012-11-27,Winter,2012,11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,232,Dingin
16564,2012-11-27,Winter,2012,11,21,0,2,1,1,0.24,0.2121,0.81,0.2836,6,179,185,Dingin
16565,2012-11-27,Winter,2012,11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,97,Dingin
16566,2012-11-27,Winter,2012,11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,3,64,67,Dingin
16567,2012-11-28,Winter,2012,11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,23,Dingin
16568,2012-11-28,Winter,2012,11,1,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,12,Dingin
16569,2012-11-28,Winter,2012,11,2,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,1,Dingin
16570,2012-11-28,Winter,2012,11,3,0,3,1,2,0.26,0.2576,0.7,0.2239,0,3,3,Dingin
16571,2012-11-28,Winter,2012,11,4,0,3,1,2,0.26,0.2576,0.7,0.19399999999999998,0,4,4,Dingin
16572,2012-11-28,Winter,2012,11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,39,Dingin
16573,2012-11-28,Winter,2012,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,136,Dingin
16574,2012-11-28,Winter,2012,11,7,0,3,1,2,0.26,0.2576,0.56,0.19399999999999998,6,403,409,Dingin
16576,2012-11-28,Winter,2012,11,9,0,3,1,1,0.28,0.2727,0.52,0.19399999999999998,13,309,322,Dingin
16577,2012-11-28,Winter,2012,11,10,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,161,Dingin
16578,2012-11-28,Winter,2012,11,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,146,Sejuk
16579,2012-11-28,Winter,2012,11,12,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,208,Sejuk
16580,2012-11-28,Winter,2012,11,13,0,3,1,1,0.34,0.3333,0.42,0.19399999999999998,21,193,214,Sejuk
16581,2012-11-28,Winter,2012,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,176,Sejuk
16582,2012-11-28,Winter,2012,11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,179,Sejuk
16583,2012-11-28,Winter,2012,11,16,0,3,1,1,0.36,0.3333,0.29,0.2537,9,316,325,Sejuk
16584,2012-11-28,Winter,2012,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,563,Sejuk
16585,2012-11-28,Winter,2012,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,12,530,542,Sejuk
16586,2012-11-28,Winter,2012,11,19,0,3,1,1,0.32,0.3182,0.36,0.1642,9,378,387,Sejuk
16587,2012-11-28,Winter,2012,11,20,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258,263,Sejuk
16588,2012-11-28,Winter,2012,11,21,0,3,1,1,0.3,0.303,0.39,0.1642,4,219,223,Dingin
16589,2012-11-28,Winter,2012,11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,154,Dingin
16590,2012-11-28,Winter,2012,11,23,0,3,1,1,0.26,0.2727,0.48,0.1343,5,73,78,Dingin
16591,2012-11-29,Winter,2012,11,0,0,4,1,1,0.24,0.2576,0.56,0.0896,4,25,29,Dingin
16592,2012-11-29,Winter,2012,11,1,0,4,1,1,0.22,0.2576,0.64,0.0896,1,15,16,Dingin
16593,2012-11-29,Winter,2012,11,2,0,4,1,1,0.22,0.2727,0.64,0.0,1,6,7,Dingin
16594,2012-11-29,Winter,2012,11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,7,Dingin
16595,2012-11-29,Winter,2012,11,5,0,4,1,1,0.2,0.2576,0.69,0.0,0,42,42,Dingin
16596,2012-11-29,Winter,2012,11,6,0,4,1,1,0.22,0.2727,0.69,0.0,1,120,121,Dingin
16597,2012-11-29,Winter,2012,11,7,0,4,1,1,0.2,0.2576,0.64,0.0,8,354,362,Dingin
16599,2012-11-29,Winter,2012,11,9,0,4,1,1,0.24,0.2879,0.6,0.0,13,286,299,Dingin
16600,2012-11-29,Winter,2012,11,10,0,4,1,1,0.28,0.303,0.65,0.0896,25,153,178,Dingin
16601,2012-11-29,Winter,2012,11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,163,Sejuk
16602,2012-11-29,Winter,2012,11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,236,Sejuk
16603,2012-11-29,Winter,2012,11,13,0,4,1,1,0.38,0.3939,0.32,0.1343,15,209,224,Sejuk
16604,2012-11-29,Winter,2012,11,14,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,187,Sejuk
16605,2012-11-29,Winter,2012,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,19,201,220,Sejuk
16606,2012-11-29,Winter,2012,11,16,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,370,Sejuk
16607,2012-11-29,Winter,2012,11,17,0,4,1,1,0.34,0.3333,0.39,0.19399999999999998,17,544,561,Sejuk
16608,2012-11-29,Winter,2012,11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,17,520,537,Sejuk
16609,2012-11-29,Winter,2012,11,19,0,4,1,1,0.3,0.2879,0.52,0.19399999999999998,18,326,344,Dingin
16610,2012-11-29,Winter,2012,11,20,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,252,Dingin
16611,2012-11-29,Winter,2012,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208,Dingin
16612,2012-11-29,Winter,2012,11,22,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,151,Dingin
16613,2012-11-29,Winter,2012,11,23,0,4,1,1,0.28,0.3182,0.61,0.0,6,124,130,Dingin
16614,2012-11-30,Winter,2012,11,0,0,5,1,1,0.26,0.2576,0.7,0.1642,4,48,52,Dingin
16615,2012-11-30,Winter,2012,11,1,0,5,1,1,0.24,0.2576,0.7,0.0896,2,17,19,Dingin
16616,2012-11-30,Winter,2012,11,2,0,5,1,1,0.24,0.2879,0.75,0.0,2,10,12,Dingin
16617,2012-11-30,Winter,2012,11,3,0,5,1,1,0.24,0.2879,0.75,0.0,0,4,4,Dingin
16618,2012-11-30,Winter,2012,11,4,0,5,1,1,0.22,0.2727,0.75,0.0,0,3,3,Dingin
16619,2012-11-30,Winter,2012,11,5,0,5,1,1,0.2,0.2576,0.8,0.0,1,39,40,Dingin
16620,2012-11-30,Winter,2012,11,6,0,5,1,1,0.2,0.2576,0.86,0.0,2,104,106,Dingin
16621,2012-11-30,Winter,2012,11,7,0,5,1,1,0.22,0.2727,0.8,0.0,6,346,352,Dingin
16623,2012-11-30,Winter,2012,11,9,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330,Dingin
16624,2012-11-30,Winter,2012,11,10,0,5,1,2,0.3,0.3333,0.65,0.0,10,159,169,Dingin
16625,2012-11-30,Winter,2012,11,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201,Sejuk
16626,2012-11-30,Winter,2012,11,12,0,5,1,2,0.38,0.3939,0.46,0.0,25,243,268,Sejuk
16627,2012-11-30,Winter,2012,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262,Sejuk
16628,2012-11-30,Winter,2012,11,14,0,5,1,2,0.4,0.4091,0.4,0.1045,26,225,251,Sejuk
16629,2012-11-30,Winter,2012,11,15,0,5,1,2,0.42,0.4242,0.38,0.1045,34,262,296,Sejuk
16630,2012-11-30,Winter,2012,11,16,0,5,1,1,0.4,0.4091,0.43,0.1343,37,368,405,Sejuk
16631,2012-11-30,Winter,2012,11,17,0,5,1,1,0.36,0.3485,0.5,0.19399999999999998,31,551,582,Sejuk
16632,2012-11-30,Winter,2012,11,18,0,5,1,2,0.34,0.3636,0.61,0.0,20,489,509,Sejuk
16633,2012-11-30,Winter,2012,11,19,0,5,1,1,0.32,0.3485,0.66,0.0,18,359,377,Sejuk
16634,2012-11-30,Winter,2012,11,20,0,5,1,1,0.32,0.3485,0.66,0.0,12,233,245,Sejuk
16635,2012-11-30,Winter,2012,11,21,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,183,Dingin
16636,2012-11-30,Winter,2012,11,22,0,5,1,1,0.3,0.3333,0.75,0.0,18,145,163,Dingin
16637,2012-11-30,Winter,2012,11,23,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110,Dingin
16638,2012-12-01,Winter,2012,12,0,0,6,0,1,0.26,0.303,0.81,0.0,9,99,108,Dingin
16639,2012-12-01,Winter,2012,12,1,0,6,0,1,0.26,0.303,0.81,0.0,5,64,69,Dingin
16640,2012-12-01,Winter,2012,12,2,0,6,0,2,0.26,0.303,0.81,0.0,3,47,50,Dingin
16641,2012-12-01,Winter,2012,12,3,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15,Dingin
16642,2012-12-01,Winter,2012,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5,Dingin
16643,2012-12-01,Winter,2012,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13,Dingin
16644,2012-12-01,Winter,2012,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27,Dingin
16645,2012-12-01,Winter,2012,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63,Dingin
16646,2012-12-01,Winter,2012,12,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144,Dingin
16647,2012-12-01,Winter,2012,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193,Dingin
16648,2012-12-01,Winter,2012,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256,Dingin
16649,2012-12-01,Winter,2012,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392,Sejuk
16650,2012-12-01,Winter,2012,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,119,327,446,Sejuk
16651,2012-12-01,Winter,2012,12,13,0,6,0,2,0.34,0.3636,0.76,0.0,123,386,509,Sejuk
16652,2012-12-01,Winter,2012,12,14,0,6,0,2,0.36,0.3788,0.71,0.0,110,369,479,Sejuk
16653,2012-12-01,Winter,2012,12,15,0,6,0,2,0.4,0.4091,0.62,0.0,113,371,484,Sejuk
16654,2012-12-01,Winter,2012,12,16,0,6,0,2,0.38,0.3939,0.66,0.0,89,354,443,Sejuk
16655,2012-12-01,Winter,2012,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320,Sejuk
16656,2012-12-01,Winter,2012,12,18,0,6,0,2,0.34,0.3636,0.76,0.0,42,255,297,Sejuk
16657,2012-12-01,Winter,2012,12,19,0,6,0,2,0.32,0.3485,0.81,0.0,30,219,249,Sejuk
16658,2012-12-01,Winter,2012,12,20,0,6,0,1,0.32,0.3485,0.81,0.0,28,170,198,Sejuk
16659,2012-12-01,Winter,2012,12,21,0,6,0,2,0.3,0.3333,0.87,0.0,23,135,158,Dingin
16660,2012-12-01,Winter,2012,12,22,0,6,0,2,0.3,0.3333,0.87,0.0,17,130,147,Dingin
16661,2012-12-01,Winter,2012,12,23,0,6,0,2,0.32,0.3485,0.81,0.0,10,116,126,Sejuk
16662,2012-12-02,Winter,2012,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,9,108,117,Dingin
16663,2012-12-02,Winter,2012,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94,Dingin
16664,2012-12-02,Winter,2012,12,2,0,0,0,2,0.3,0.3333,0.87,0.0,2,72,74,Dingin
16665,2012-12-02,Winter,2012,12,3,0,0,0,2,0.26,0.303,0.93,0.0,4,21,25,Dingin
16666,2012-12-02,Winter,2012,12,4,0,0,0,2,0.26,0.303,0.93,0.0,1,6,7,Dingin
16667,2012-12-02,Winter,2012,12,5,0,0,0,2,0.26,0.303,0.93,0.0,1,7,8,Dingin
16668,2012-12-02,Winter,2012,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16,Dingin
16669,2012-12-02,Winter,2012,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31,Dingin
16670,2012-12-02,Winter,2012,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93,Dingin
16671,2012-12-02,Winter,2012,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172,Dingin
16672,2012-12-02,Winter,2012,12,10,0,0,0,2,0.3,0.3333,0.87,0.0,63,230,293,Dingin
16673,2012-12-02,Winter,2012,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355,Sejuk
16674,2012-12-02,Winter,2012,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520,Sejuk
16675,2012-12-02,Winter,2012,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431,Sejuk
16676,2012-12-02,Winter,2012,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,142,331,473,Sejuk
16677,2012-12-02,Winter,2012,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417,Sejuk
16678,2012-12-02,Winter,2012,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443,Sejuk
16679,2012-12-02,Winter,2012,12,17,0,0,0,3,0.4,0.4091,0.76,0.19399999999999998,59,244,303,Sejuk
16680,2012-12-02,Winter,2012,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203,Sejuk
16681,2012-12-02,Winter,2012,12,19,0,0,0,2,0.4,0.4091,0.82,0.19399999999999998,16,158,174,Sejuk
16682,2012-12-02,Winter,2012,12,20,0,0,0,2,0.42,0.4242,0.82,0.19399999999999998,12,142,154,Sejuk
16683,2012-12-02,Winter,2012,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99,Sejuk
16684,2012-12-02,Winter,2012,12,22,0,0,0,2,0.44,0.4394,0.77,0.19399999999999998,11,85,96,Sejuk
16685,2012-12-02,Winter,2012,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51,Sejuk
16686,2012-12-03,Winter,2012,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21,Sejuk
16687,2012-12-03,Winter,2012,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13,Sejuk
16688,2012-12-03,Winter,2012,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10,Sejuk
16689,2012-12-03,Winter,2012,12,3,0,1,1,1,0.38,0.3939,0.87,0.0,2,6,8,Sejuk
16690,2012-12-03,Winter,2012,12,4,0,1,1,1,0.36,0.3788,0.93,0.0,1,4,5,Sejuk
16691,2012-12-03,Winter,2012,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38,Sejuk
16692,2012-12-03,Winter,2012,12,6,0,1,1,1,0.36,0.3788,0.93,0.0,2,136,138,Sejuk
16693,2012-12-03,Winter,2012,12,7,0,1,1,2,0.34,0.3636,0.93,0.0,9,387,396,Sejuk
16695,2012-12-03,Winter,2012,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308,Sejuk
16696,2012-12-03,Winter,2012,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136,Sejuk
16697,2012-12-03,Winter,2012,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233,Sejuk
16698,2012-12-03,Winter,2012,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268,Sejuk
16699,2012-12-03,Winter,2012,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321,Sejuk
16700,2012-12-03,Winter,2012,12,14,0,1,1,1,0.6,0.6212,0.53,0.0,51,209,260,Sejuk
16701,2012-12-03,Winter,2012,12,15,0,1,1,1,0.6,0.6212,0.56,0.0,58,210,268,Sejuk
16702,2012-12-03,Winter,2012,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442,Sejuk
16705,2012-12-03,Winter,2012,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471,Sejuk
16706,2012-12-03,Winter,2012,12,20,0,1,1,2,0.46,0.4545,0.77,0.0,16,284,300,Sejuk
16707,2012-12-03,Winter,2012,12,21,0,1,1,1,0.44,0.4394,0.82,0.19399999999999998,14,207,221,Sejuk
16708,2012-12-03,Winter,2012,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144,Sejuk
16709,2012-12-03,Winter,2012,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102,Sejuk
16710,2012-12-04,Winter,2012,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55,Sejuk
16711,2012-12-04,Winter,2012,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25,Sejuk
16712,2012-12-04,Winter,2012,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8,Sejuk
16713,2012-12-04,Winter,2012,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4,Sejuk
16714,2012-12-04,Winter,2012,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7,Sejuk
16715,2012-12-04,Winter,2012,12,5,0,2,1,2,0.44,0.4394,0.88,0.0,1,45,46,Sejuk
16716,2012-12-04,Winter,2012,12,6,0,2,1,2,0.36,0.3788,0.93,0.0,3,150,153,Sejuk
16717,2012-12-04,Winter,2012,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502,Sejuk
16719,2012-12-04,Winter,2012,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336,Sejuk
16720,2012-12-04,Winter,2012,12,10,0,2,1,1,0.46,0.4545,0.82,0.19399999999999998,26,130,156,Sejuk
16721,2012-12-04,Winter,2012,12,11,0,2,1,1,0.48,0.4697,0.77,0.19399999999999998,24,183,207,Sejuk
16722,2012-12-04,Winter,2012,12,12,0,2,1,1,0.52,0.5,0.68,0.19399999999999998,39,273,312,Sejuk
16723,2012-12-04,Winter,2012,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272,Sejuk
16724,2012-12-04,Winter,2012,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270,Sejuk
16725,2012-12-04,Winter,2012,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300,Sejuk
16726,2012-12-04,Winter,2012,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435,Sejuk
16729,2012-12-04,Winter,2012,12,19,0,2,1,1,0.48,0.4697,0.67,0.2239,46,414,460,Sejuk
16730,2012-12-04,Winter,2012,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,34,272,306,Sejuk
16731,2012-12-04,Winter,2012,12,21,0,2,1,2,0.5,0.4848,0.63,0.2537,28,252,280,Sejuk
16732,2012-12-04,Winter,2012,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,26,155,181,Sejuk
16733,2012-12-04,Winter,2012,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96,Sejuk
16734,2012-12-05,Winter,2012,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,6,31,37,Sejuk
16735,2012-12-05,Winter,2012,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11,Sejuk
16736,2012-12-05,Winter,2012,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,2,7,9,Sejuk
16737,2012-12-05,Winter,2012,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,0,7,7,Sejuk
16738,2012-12-05,Winter,2012,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10,Sejuk
16739,2012-12-05,Winter,2012,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,1,48,49,Sejuk
16740,2012-12-05,Winter,2012,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124,Sejuk
16741,2012-12-05,Winter,2012,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398,Sejuk
16743,2012-12-05,Winter,2012,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388,Sejuk
16744,2012-12-05,Winter,2012,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582,14,127,141,Sejuk
16745,2012-12-05,Winter,2012,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,11,161,172,Sejuk
16746,2012-12-05,Winter,2012,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232,Sejuk
16747,2012-12-05,Winter,2012,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214,Sejuk
16748,2012-12-05,Winter,2012,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218,Sejuk
16749,2012-12-05,Winter,2012,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836,20,265,285,Sejuk
16750,2012-12-05,Winter,2012,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377,Sejuk
16751,2012-12-05,Winter,2012,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,29,576,605,Sejuk
16752,2012-12-05,Winter,2012,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,580,609,Sejuk
16753,2012-12-05,Winter,2012,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414,Sejuk
16754,2012-12-05,Winter,2012,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293,Sejuk
16755,2012-12-05,Winter,2012,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198,Sejuk
16756,2012-12-05,Winter,2012,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881,4,101,105,Sejuk
16757,2012-12-05,Winter,2012,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,5,69,74,Dingin
